Title,Description,Department,Levels,Class Quota,Waitlist Maximum,Instructor,CRN,Time,Days,Date,Where,Course Type,Method,Credit Hours
['CSD 806 - Adv A/P of the Aud & Vest Sys'],"[""An in-depth study of the structure and function of the ear, focusing on the conductive and sensory mechanisms and cochlear processes of acoustic signals. It introduces neuroanatomy and electrophysiology of the auditory system, including the efferent system. This course highlights major clinical and pathologic correlates to link basic science principles and practice. Additionally, it presents information on the structure and function of the vestibular system. Prerequisite(s): admission into the AuD program or instructor's consent.""]",Communication Science & Disord,Graduate,12,0,Xiao-Ming  Sun (P),15380,08:30 AM - 11:20 AM,W,8/19/2024-12/12/2024,Main Campus R.D. Hubbard Hall 114E,Lecture,TCI,3
['CSD 809 - Lang/Lit Young Children'],"['Emphasis on etiology and characteristics of language deficits of young children. Provides current evidence relevant to language assessment and intervention strategies for children birth to school age. Includes examination and development of culturally sensitive individual and family treatment plans, facilitation of emergent literacy, and problem-based application of the descriptive developmental treatment model. Prerequisite(s): previous coursework in typical language development.']",Communication Science & Disord,Graduate,36,0,Karissa J Marble-Flint (P),11095,08:30 AM - 11:20 AM,M,8/19/2024-12/12/2024,Main Campus Ahlberg Hall 110,Lecture,TCI,3
['CSD 810 - Motor Speech Disorders'],"['Studies the neurologic bases for motor speech production and dysfunction: dysarthrias and apraxia. Covers assessment of motor speech disorders and clinical management principles and strategies for the speech subsystems of respiration, phonation, articulation, resonance and prosody. Pre- or corequisite(s): coursework in neuroscience.']",Communication Science & Disord,Graduate,32,0,Imran Yousuf Musaji (P),11096,12:30 PM - 02:20 PM,W,8/19/2024-12/12/2024,Main Campus Ahlberg Hall 110,Lecture,TCI,2
['CSD 812 - Aphasia'],"['Prepares students for clinical work with people with aphasia. Students integrate background information from neurophysiology to understand aphasia. Emphasizes psycholinguistic and neurolinguistics theories of language processing, assessment, differential diagnosis of neurogenic language disorders, and developing appropriate restorative and compensatory intervention plans. Also focuses on the clinical description and characteristics of the impairments as well as on the psychosocial changes in life activities and participation of people who live with aphasia.']",Communication Science & Disord,Graduate,36,0,Erin Leigh O'Bryan (P),11988,12:30 PM - 03:20 PM,W,8/19/2024-12/12/2024,Main Campus Eugene M. Hughes Metroplex 191,Lecture,TCI,3
['CSD 814 - Speech-Sound Disorders'],"['Reviews current theories on the etiology and development of the disorder. Considers behaviorally based diagnostic procedures for children and adults, as well as methods for clinical intervention, including procedures for parent interviewing and counseling, and multicultural concerns. Provides opportunities for observation, one focus being demonstration of intervention methods.']",Communication Science & Disord,Graduate,36,0,Karissa J Marble-Flint (P),10540,12:30 PM - 02:20 PM,M,8/19/2024-12/12/2024,Main Campus Ahlberg Hall 110A,Lecture,TCI,2
['CSD 818 - Fluency Disorders'],"['Reviews current theories on the etiology and development of the disorder. Considers behaviorally based diagnostic procedures for children and adults, as well as methods for clinical intervention, including procedures for parent interviewing and counseling, and multicultural concerns. Provides opportunities for observation, one focus being demonstration of intervention methods.']",Communication Science & Disord,Graduate,36,0,Brian G Ray (P),11004,08:30 AM - 11:20 AM,W,8/19/2024-12/12/2024,Main Campus Ahlberg Hall 110,Lecture,TCI,3
['CSD 819 - Cognitive Comm Disorders'],"['Addresses cognitive communication disorders that result from brain injuries (e.g., traumatic brain injury, right hemisphere stroke and dementia). The similarities and differences between cognition and the language are considered. Evaluation and treatment methods are introduced for adult clients with these acquired disorders.']",Communication Science & Disord,Graduate,32,0,Douglas Francis Parham (P),11801,09:00 AM - 10:40 AM,M,8/19/2024-12/12/2024,Main Campus Eugene M. Hughes Metroplex 191,Lecture,TCI,2
['CSD 821 - Educational Settings Practicum'],"['Provides supervised clinical experiences in identification, diagnosis, evaluation, treatment, referral and counseling of children with speech or language impairments in a school setting. Demonstration of applied clinical skills in the elementary and/or secondary school levels is completed. Repeatable up to 3 credit hours. Prerequisite(s): CSD 809, CSD 816, CSD 822, medical clearance, liability insurance and departmental approval one year prior to enrollment.']",Communication Science & Disord,Graduate,5,0,Ashley Ann Gluszek Purdum (P),12776,TBA,TBA,8/19/2024-12/12/2024,Main Campus,Experiential,CPI,3
['CSD 822 - General Clinic Practicum'],"['Provides supervised clinical experiences in settings with preschoolers, school-aged children and adults with a wide variety of communication disorders. Covers concepts of clinical practice, including diagnosis, data collection, report writing, counseling and treatment techniques. Repeatable for credit. Prerequisite(s): admission to CSD graduate program on a clinical track, medical clearance and liability insurance.']",Communication Science & Disord,Graduate,68,0,Ashley Ann Gluszek Purdum (P),10544,TBA,TBA,8/19/2024-12/12/2024,Main Campus,Experiential,CPI,1
['CSD 823 - Medical Settings Practicum'],"['Provides supervised clinical experiences in individual and group therapy diagnostics, documentation, consultations and interdisciplinary staffings in a medical setting. Repeatable up to 3 credit hours.  Prerequisite(s): CSD 810, CSD 812, CSD 822, medical clearance, liability insurance and departmental approval one year prior to enrollment.']",Communication Science & Disord,Graduate,10,0,Ashley Ann Gluszek Purdum (P),12777,TBA,TBA,8/19/2024-12/12/2024,Main Campus,Experiential,CPI,3
['CSD 831 - Auditory Assess-SLP Practicum'],['Discusses proper hearing screening techniques for all age groups that are commonly conducted by speech-language pathology students. Students engage in practical experiences throughout the semester.'],Communication Science & Disord,Undergraduate and Graduate,36,0,Stacey Dawn Kampe (P),11404,01:00 PM - 03:00 PM,F,8/19/2024-12/12/2024,Main Campus Eugene M. Hughes Metroplex 191,Experiential,TCI,1
['CSD 832A - Crit Thinking in Clin Prac I'],"['Introduces critical thinking and problem solving related to clinical practice in speech-language pathology. Includes introduction to evidence-based evaluation/assessment, goal writing, data collection, treatment models and report writing. Case-based inquiry is used along with clinical role playing and cooperative/interprofessional learning. Prerequisite(s): admission to CSD graduate program.']",Communication Science & Disord,Graduate,50,0,Karissa J Marble-Flint (P),11799,08:30 AM - 10:20 AM,F,8/19/2024-12/12/2024,Main Campus Ahlberg Hall 110A,Lecture,TCI,2
['CSD 832C - Crit Thinking in Clin Prac III'],"['Further development of critical thinking and problem solving related to clinical practice in speech-language pathology. Content includes further discussion of evidence-based evaluation/assessment, goal writing, data collection, treatment models and report writing. Case-based inquiry is used along with clinical role playing and cooperative/interprofessional learning. Prerequisite(s): CSD 832A, 832B.']",Communication Science & Disord,Graduate,32,0,Imran Yousuf Musaji (P),11800,08:30 AM - 09:20 AM,F,8/19/2024-12/12/2024,Main Campus Ahlberg Hall 110,Lecture,TCI,1
['CSD 836 - Prof Writing and Clin Document'],"['A study of basic clinical writing skills and professional writing, particularly for assessment reports, treatment plans, progress reports, and professional correspondence in speech-language pathology and audiology.']",Communication Science & Disord,Graduate,36,0,Terese Ann Conrad (P),14628,TBA,TBA,8/15/2024-9/6/2024,Main Campus,Seminar,CPI,1
['CSD 838 - Supervisory Process in SLP/Aud'],['Studies theories and strategies used in supervising student speech-language pathology and audiology clinicians. Discusses professional standards and methods for analyzing the teacher-learning process. Course includes diversity content.'],Communication Science & Disord,Graduate,33,0,Patricia Lynn Self (P),14629,TBA,TBA,8/19/2024-12/12/2024,Main Campus,Seminar,CPI,1
['CSD 840 - Adult Dysphagia'],"['Covers the disorder of dysphagia as it affects adults of all ages. Participants learn foundational knowledge of the biological, neurological, lifespan, psychological and cultural bases of swallowing processes. Participants examine evidence-based prevention, screening, assessment and intervention procedures and address the importance of multidisciplinary intervention and ethical issues. Course includes diversity content.']",Communication Science & Disord,Graduate,32,0,Erin Leigh O'Bryan (P),15370,09:30 AM - 11:10 AM,F,8/19/2024-12/12/2024,Main Campus Ahlberg Hall 110,Lecture,TCI,2
['CSD 845 - Research in CSD'],"[""Covers the fundamentals of designing, interpreting and presenting methodologies typically found in communication sciences and disorders research and evidence-based practice. Covers descriptive techniques, inferential techniques in single subject and group designs, and critically evaluating qualitative and quantitative data. Students are exposed to the development and organization needed for the publication and presentation processes for dissemination of research findings. Prerequisite(s): admission into AuD program or instructor's consent.""]",Communication Science & Disord,Graduate,12,0,Xiao-Ming  Sun (P),15404,08:30 AM - 10:20 AM,M,8/19/2024-12/12/2024,Main Campus R.D. Hubbard Hall 114E,Lecture,TCI,2
['CSD 847 - Business for Audiologists'],"[""Covers the fundamentals of audiological coding, billing and reimbursement; designing and financing a new practice; budgeting; hearing aid sales and bundling; marketing; and hiring staff in an audiology practice. Prepares students interested in managing an audiology clinic or operating their own private practice. Prerequisite(s): admission into AuD program or instructor's consent.""]",Communication Science & Disord,Graduate,7,0,Jonathan Andrew Mikhail (P),15405,04:30 PM - 07:20 PM,W,8/19/2024-12/12/2024,Online ONLINE,Lecture,OLS,3
['CSD 855 - Pediatric & Educ Audiology'],"['Discussion and labs concerning identification, evaluation and intervention with infants, children and adolescents with hearing losses, other auditory problems, or developmental disabilities. Students focus on newborn hearing screening programs, auditory and global development of children and their importance in behavioral, functional and electrophysiological evaluation of hearing and listening; administering school hearing conservation and aural rehabilitation programs, classroom acoustics and amplification, interdisciplinary teamwork and collaboration with families and educators, and legal protections of hearing-impaired students, including individual education plans.']",Communication Science & Disord,Graduate,12,0,Dena Rae Hall (P),11689,04:30 PM - 07:20 PM,M,8/19/2024-12/12/2024,Main Campus Eugene M. Hughes Metroplex 191,Lab,TCI,3
['CSD 860 - Amplification I'],"['Introduces the area of amplification. Students learn basic knowledge and skills in topics such as types of hearing aids, hearing aid components, hearing aid systems, electroacoustic performance and measurement, hearing aid plumbing, basic compression systems, probe microphone verification, hearing aid candidacy, problem solving, assessing outcomes and hearing aid orientation/counseling. Prerequisite(s): CSD 804.']",Communication Science & Disord,Graduate,12,0,Katharine Lynn Fitzharris (P),11403,04:30 PM - 07:20 PM,R,8/19/2024-12/12/2024,Main Campus Eugene M. Hughes Metroplex 191,Lecture,TCI,3
['CSD 863 - Prof Issues and Counsel in Aud'],"[""Explores two topics important to audiologists: professional issues and counseling practices. Covers principles, scope of practice, professional conduct/ethics, interpretation of research, and other professional issues that can impact the profession. Additionally, provides information on the structure and conduct of case histories, basic counseling strategies, and consideration of the “helping” role as practiced by audiologists. Focuses on information supportive of developing proficiency in counseling roles and considers multicultural concerns. Prerequisite(s): admission into the AuD program or instructor's consent.""]",Communication Science & Disord,Graduate,7,0,Cynthia McCormick Richburg (P),15398,09:30 AM - 12:20 PM,W,8/19/2024-12/12/2024,Main Campus Ahlberg Hall 425,Lecture,TCI,3
['CSD 886 - Clinical Pract in Audiology'],"[""Supervised clinical practicum at the WSU Evelyn Hendren Cassat Speech-Language-Hearing Clinic and/or an off-campus clinical rotation site. Clinical expectations and responsibilities vary with the student's level of experience and the requirements of the placement site. Practicum assignments are determined by each student's competency needs, ASHA requirements and availability of rotation sites. Repeatable for a total of 8 credit hours. Prerequisite(s): departmental approval.""]",Communication Science & Disord,Graduate,12,0,Stacey Dawn Kampe (P),10541,TBA,TBA,8/19/2024-12/12/2024,Main Campus,Experiential,CPI,1
['CSD 891 - Nonthesis Research'],"['Benchmark for the applied research experience in the Master of Arts (MA-CSD) education program and Doctor of Audiology (AuD) education program in communication sciences and disorders. A directed research project may include literature searches, data collection, interpretation of data, or preparation of an oral presentation and/or a written manuscript. Repeatable for up to 5 credit hours. Prerequisite(s): departmental consent.']",Communication Science & Disord,Graduate,2,0,Benjamin James Kirby (P),10947,TBA,TBA,8/19/2024-12/12/2024,Main Campus,Individual Research,CPI,1
['CSD 895 - Thesis Research'],"[""Student-driven research experience to address a specific research question. Potential topics should be formulated by the student and discussed with their advisor. Repeatable for credit. Prerequisite(s): instructor's consent.""]",Communication Science & Disord,Graduate,2,0,Erin Leigh O'Bryan (P),11439,TBA,TBA,8/19/2024-12/12/2024,Main Campus,Individual Research,CPI,1
['CSD 899 - Thesis'],"['Applied research experience in the Master of Arts program in communication sciences and disorders. Independent projects must involve extensive data collection, analysis and preparation of a written manuscript. Repeatable for credit. Prerequisite(s): research methods course, departmental consent.']",Communication Science & Disord,Graduate,1,0,Erin Leigh O'Bryan (P),12004,TBA,TBA,8/19/2024-12/12/2024,Main Campus,Individual Research,CPI,1
['CSD 935A - Adv Practicum Academic Teach'],"['Academic teaching is an evidence-based, reflective practice that attempts to maximize student learning. This course provides students with the background to understand academic teaching and explore ways in which it can be developed and improved. Emphasis is placed on the role of academic teaching in the discipline of communication sciences and disorders.']",Communication Science & Disord,Graduate,1,0,Cynthia McCormick Richburg (P),15765,TBA,TBA,8/19/2024-12/12/2024,Main Campus,Lecture,CPI,1
['CSD 935E - Adv Prac in CSD: Prog Adm'],['Program administration refers to all aspects of running an organization. This course provides students with the background to understand program administration and explore ways in which it can be developed and improved. Emphasis is placed on the role of program administration in CSD graduate education programs and its relationship to program accreditation.'],Communication Science & Disord,Graduate,1,0,Patricia Lynn Self (P),16203,TBA,TBA,8/19/2024-12/12/2024,Main Campus,Lecture,CPI,3
['CSD 935K - Adv Prac in CSD: Research'],"['Research refers to a scientific, systems-based approach to increasing knowledge and exploring questions. This course provides students with the background to understand research and explore ways in which it can be developed and improved. Emphasis is placed on the role of research in communication sciences and disorders, as well as interprofessional and interdisciplinary collaborations.']",Communication Science & Disord,Graduate,1,0,Erin Leigh O'Bryan (P),16094,TBA,TBA,8/19/2024-12/12/2024,Main Campus,Lecture,CPI,1
['CSD 940B - Adv Sel Top in CSD: ASD'],['Advanced individual or group study in the specialized area of Autism Spectrum Disorder with an emphasis on communication sciences and disorders. Repeatable up to 6 credit hours.'],Communication Science & Disord,Graduate,1,0,Patricia Lynn Self (P),16260,TBA,TBA,8/19/2024-12/12/2024,Main Campus,Lecture,CPI,3
['CSD 940L - Adv Sel Top CSD: Lng & Lit ASD'],['Advanced individual or group study in the specialized areas of language and literacy for school-age and adolescent students with Autism Spectrum Disorder (ASD). Repeatable up to 6 credit hours.'],Communication Science & Disord,Graduate,1,0,Karissa J Marble-Flint (P),17608,TBA,TBA,8/19/2024-12/12/2024,Main Campus,Lecture,CPI,1
['CSD 990 - Adv Indep Study'],"[""Arranged individual, directed study in specialized content areas in speech and language pathology, audiology or speech sciences. Repeatable for credit. Prerequisite(s): advanced standing and instructor's consent.""]",Communication Science & Disord,Graduate,3,0,Patricia Lynn Self (P),15601,TBA,TBA,8/19/2024-12/12/2024,Main Campus,Appointment Course,CPI,3
['CSD 995 - Research Proseminar'],['Weekly seminar of informal discussion and formal presentation of ongoing or planned research by the CSD faculty and doctoral graduate students. Goal is to provide CSD doctoral students with new and valuable knowledge and insights regarding how real-world research is performed. Repeatable for credit. Prerequisite(s): doctoral student standing.'],Communication Science & Disord,Graduate,10,0,Douglas Francis Parham (P),10542,TBA,TBA,8/19/2024-12/12/2024,Main Campus,Seminar,CPI,1
['CSD 996 - University Teaching'],"['Seminar on university teaching. The pedagogy, theories and research of teaching are discussed through presentations, readings, case studies, observation of teaching and teaching experiences. The goal is to provide doctoral students with information and experience in university teaching. Prerequisite(s): doctoral student standing. Repeatable for credit.']",Communication Science & Disord,Graduate,3,0,Patricia Lynn Self (P),17472,04:30 PM - 06:30 PM,T,8/19/2024-12/12/2024,Main Campus Ahlberg Hall 425,Appointment Course,CPI,2
['CSD 997 - Audiology Residency'],['Full-time supervised clinical experience at an approved clinical facility. Repeatable for credit. Prerequisite(s): advancement to candidacy in the AuD program.'],Communication Science & Disord,Graduate,7,0,Cynthia McCormick Richburg (P),11740,TBA,TBA,8/19/2024-12/12/2024,Main Campus,Experiential,CPI,7
['CSD 999 - Doctoral Dissertation'],"[""Successful completion of this course assures that the student has participated in an independent research activity that includes aspects of literature review, data collection and analysis, and scholarly writing. The expectation is that one or more manuscripts may be prepared for submission to scholarly journals based on this research experience. Course serves as the benchmark for the applied research experience in the Doctor of Philosophy program in CSD. Repeatable for credit. Prerequisite(s): instructor's consent.""]",Communication Science & Disord,Graduate,1,0,Patricia Lynn Self (P),14621,TBA,TBA,8/19/2024-12/12/2024,Main Campus,Individual Research,CPI,6
['DANC 130V - Hip Hop  I'],"['Introduces hip hop dance technique emphasizing work in body isolations, rhythmic patterns and directions/weight changes, basic steps, and combinations similar to those found in the dance industry today. Repeatable for credit.']",School of Performing Arts,Undergraduate,20,0,Amy Renee Pollard (P),10261,11:00 AM - 12:30 PM,MW,8/19/2024-12/12/2024,Main Campus Heskett Center 145A,Activity Course,TCI,2
['DANC 140 - Dance Appreciation'],"['General education fine arts course. An exploration overview of dance. Emphasizes lecture, discussion, reading materials, dance videos and films. Occasional physical application in the dance studio. Physical application is optional. Open to everyone. Not counted toward a dance major.']",School of Performing Arts,Undergraduate,50,5,Heather Lynn Eilerts (P),10262,09:30 AM - 10:45 AM,MW,8/19/2024-12/12/2024,Main Campus Heskett Center 105,Lecture,TCI,3
['DANC 180E - Performing Arts Seminar'],"['Cross-listed as THEA 180E. Interdisciplinary introduction to the School of Performing Arts. Students study performance, design and production of theatre, music theatre and dance. First semester students in the School of Performing Arts interact and collaborate with each other for a greater understanding of performing arts. Students crew one show on the season calendar. Students also break out into individual program areas of department-specific modules when appropriate. Repeatable for credit.']",School of Performing Arts,Undergraduate,10,5,Amy Colleen Schwiethale (P),12865,10:30 AM - 11:20 AM,F,8/19/2024-12/12/2024,Main Campus Heskett Center 145A,Lab,TCI,1
['DANC 201 - Contemporary Technique 1'],"['Introduces study of basic positions, body alignment, stretches and strengthening exercises; emphasizes simple movement phrases to develop understanding of direction, rhythm and dynamics. Repeatable for credit.']",School of Performing Arts,Undergraduate,15,3,Brennan  Madrid (P),13685,09:00 AM - 10:30 AM,TR,8/19/2024-12/12/2024,Main Campus Heskett Center 145A,Activity Course,TCI,2
['DANC 215 - Dance Improvisation'],"[""Introduces the process of spontaneous movement discovery involving solo and group movement experiences. Improvisational exercises work to heighten the personal intuitive processes, the kinesthetic sense, and spatial and temporal awareness, allowing for individual ongoing discovery of potential movement resources for performance and choreography. Repeatable for credit. Prerequisite(s): School of Performing Arts major or instructor's consent.""]",School of Performing Arts,Undergraduate,10,2,Mina  Estrada (P),16830,09:30 AM - 11:20 AM,F,8/19/2024-10/9/2024,Main Campus Heskett Center 144B,Activity Course,TCI,0.5
['DANC 235 - Jazz Technique 1'],"['Introduces jazz technique, emphasizing work in body isolations, rhythmic patterns and directions, basic steps, and history and development of jazz dance in America. Repeatable for credit.']",School of Performing Arts,Undergraduate,15,3,Brennan  Madrid (P),14221,11:00 AM - 12:30 PM,TR,8/19/2024-12/12/2024,Main Campus Heskett Center 145A,Activity Course,TCI,2
['DANC 240 - Tap 1'],"['Introduces the principles of tap dance including rhythm, clarity of sound, syncopation and weight shift. Repeatable once for credit.']",School of Performing Arts,Undergraduate,17,1,Amy Colleen Schwiethale (P),11001,11:00 AM - 12:30 PM,MW,8/19/2024-12/12/2024,Main Campus Heskett Center 144A,Activity Course,TCI,2
['DANC 301 - Contemporary Technique 2'],"[""Continuation of DANC 201 emphasizing movement phrases. Intermediate level. The class includes Lester Horton Technique, technique based on the principles of Jose Limon and Merce Cunningham, inversion work, somatics and the instructors’ own eclectic approach to contemporary modern dance. Students work to refine technique and to incorporate various movement qualities. Moving beyond Contemporary Technique 1, this intermediate course also begins to explore movement with momentum and movement moving in and out of the floor. Basic concepts of improvisation are incorporated into the class. Repeatable for credit. Prerequisite(s): instructor's consent or by audition.""]",School of Performing Arts,Undergraduate,10,5,Sabrina C Vasquez (P),10267,09:00 AM - 10:30 AM,MTWR,8/19/2024-12/12/2024,Main Campus Heskett Center 144A,Activity Course,TCI,3
['DANC 310 - Ballet Technique 2'],"[""Continuation of DANC 210. Intermediate level. Ballet 2 is an intermediate level eclectic style ballet technique class designed for the progressing dancer. Emphasis is placed on phrasing, musicality and complex neuromuscular patterning leading to a further understanding of ballet as a discipline of dance. Repeatable for credit. Prerequisite(s): instructor's consent or by audition.""]",School of Performing Arts,Undergraduate,15,3,Denise A Celestin (P),13683,11:00 AM - 12:30 PM,MW,8/19/2024-12/12/2024,Main Campus Heskett Center 144B,Activity Course,TCI,2
['DANC 320 - Dance Repertoire'],['For undergraduate students participating in the process of working with a choreographer. Students enrolled in performance must be cast in a work as a performer or understudy. Repeatable for credit.'],School of Performing Arts,Undergraduate,30,0,Mina  Estrada (P),13682,03:30 PM - 06:30 PM,MTWRF,8/19/2024-12/12/2024,Main Campus Heskett Center 144A,Activity Course,TCI,1
['DANC 332 - Music Theatre Dance 1'],"['Focuses on three major aspects: executing specific period dances used in musical theatre shows, introducing original Broadway choreography that is level appropriate, and dissecting how to successfully audition at a professional dance call. Emphasizes proper dance technique and physical fitness. Mock auditions occur on a regular basis to improve dance-auditioning skills. Videotaping students occurs on a regular basis. Prerequisite(s): DANC 235.']",School of Performing Arts,Undergraduate,15,3,Amy Colleen Schwiethale (P),13313,11:00 AM - 12:30 PM,TR,8/19/2024-12/12/2024,Main Campus Heskett Center 144A,Activity Course,TCI,2
['DANC 350C - Dance Technique Workshop'],"[""A dance course that explores a variety of intermediate to advanced dance forms/techniques. Classes are offered in a range of forms including contemporary, modern, ballet, hip hop, somatics, improvisation, jazz and other cultural forms/techniques from a variety of faculty and guest artists. Repeatable for credit. Prerequisite(s): dance major or instructor's consent.""]",School of Performing Arts,Undergraduate,30,5,Mina  Estrada (P),16750,01:00 PM - 02:30 PM,F,8/19/2024-12/12/2024,Main Campus Heskett Center 144B,Workshop,TCI,0.5
['DANC 350P - Production Assistant - Dance'],"['Participation course for exceptional dance students to spend a semester in an appropriate dance course setting assisting a faculty, guest director and/or mentor on production of a program project. Production elements of a project may include but are not limited to: dance film, live performance and motion capture performance for VR and video games. Meets in conjunction with scheduled rehearsal and production times. Dance majors only. Repeatable for credit. Prerequisite(s): junior standing or departmental consent.']",School of Performing Arts,Undergraduate,2,0,Sabrina C Vasquez (P),15958,TBA,TBA,8/19/2024-12/12/2024,Main Campus,Workshop,CPI,1
['DANC 350R - Rehearsal Assistant - Dance'],['Participation course for exceptional dance students to spend a semester in an appropriate dance rehearsal setting assisting a faculty or guest choreographer. Meets in conjunction with scheduled rehearsal times. Course includes diversity content. Dance majors only. Repeatable for credit. Prerequisite(s): junior standing or departmental consent.'],School of Performing Arts,Undergraduate,4,0,Denise A Celestin (P),12901,TBA,TBA,8/19/2024-12/12/2024,Main Campus,Workshop,CPI,1
['DANC 350T - Teaching Assistant - Dance'],['Participation course for exceptional dance students to spend a semester in an appropriate dance course setting assisting a faculty instructor to hone their teaching skills. Meets in conjunction with assigned course. Course includes diversity content. Dance majors only. Repeatable for credit. Prerequisite(s): junior standing or departmental consent.'],School of Performing Arts,Undergraduate,5,0,Amy Colleen Schwiethale (P),13789,TBA,TBA,8/19/2024-12/12/2024,Main Campus,Workshop,CPI,1
['DANC 381 - Dance Somatics'],"['Emphasizes the unity of mind and body, and an integrated experience from within, through conscious guided movement and opportunities for increased self-awareness. Introduces students to an understanding of general somatic principles and somatic modalities through studies in both Bartenieff and/or Irene Dowd practices. Repeatable for credit.']",School of Performing Arts,Undergraduate,15,3,Denise A Celestin (P),13688,11:00 AM - 11:50 AM,TR,8/19/2024-12/12/2024,Main Campus Heskett Center 144B,Activity Course,TCI,1
['DANC 401 - Contemporary Technique 3'],"[""Continuation of DANC 301. Upper-intermediate level. The class includes Lester Horton Technique, technique based on the principles of Jose Limon and Merce Cunningham, inversion work, somatics and the instructors’ own eclectic approaches to contemporary modern dance. Students work to refine technique and to incorporate various movement qualities, concepts and principles while also enhancing artistry and performance. Moving beyond Contemporary Technique 2, this advanced course also explores a more rigorous approach to movement with momentum and movement moving in and out of the floor. Improvisation is also explored in the class. Repeatable for credit. Prerequisite(s): instructor's consent or by audition.""]",School of Performing Arts,Undergraduate,10,2,Mina  Estrada (P),10272,09:00 AM - 10:30 AM,MTWR,8/19/2024-12/12/2024,Main Campus Heskett Center 144B,Activity Course,TCI,3
['DANC 405 - Choreography 2'],"['Further work in improvisation and composition. Studies form in composition. Culminates in a performance of solo works, duets and small groups for an invited audience. Prerequisite(s): DANC 305. Corequisite(s): appropriate level modern dance or ballet technique class.']",School of Performing Arts,Undergraduate,10,2,Sabrina C Vasquez (P),14468,02:00 PM - 03:15 PM,MW,8/19/2024-12/12/2024,Main Campus Heskett Center 144A,Activity Course,TCI,2
['DANC 435 - Jazz Technique 3'],"[""Continuation of DANC 335 at a higher level of technical skill. Includes advanced kinetic memory, flexibility, isolation, sophisticated syncopation and reflex. Repeatable for credit. Prerequisite(s): instructor's consent or by audition.""]",School of Performing Arts,Undergraduate,10,6,Amy Renee Pollard (P),10790,01:00 PM - 02:30 PM,MW,8/19/2024-12/12/2024,Main Campus Heskett Center 144B,Activity Course,TCI,2
['DANC 481 - Cooperative Education'],"[""Academic program that expands a student's learning experiences through paid employment in a supervised educational work setting related to the student's major field of study or career focus. Repeatable for credit. Prerequisite(s): departmental consent.""]",School of Performing Arts,Undergraduate,5,0,Mina  Estrada (P),15959,TBA,TBA,8/19/2024-12/12/2024,Main Campus,Experiential,CPI,1
['DANC 490 - Dance Audition Techniques'],"['Develops techniques and audition repertory dancers need to gain professional employment and/or successfully complete for placement in advanced training programs. Covers the research skills necessary to form a professional career, and brings students into contact with professional guest artists who can provide additional insight and contacts. Repeatable for credit. Prerequisite(s): BFA or BA major in performing arts with dance concentration.']",School of Performing Arts,Undergraduate,10,2,Mina  Estrada (P),16873,09:30 AM - 11:20 AM,F,10/10/2024-12/5/2024,Main Campus Heskett Center 144B,Activity Course,TCI,0.5
['DANC 501 - Contemporary Technique 4'],"[""Advanced level continuation of DANC 401. Emphasizes professional technique and performance quality. Repeatable for credit. Prerequisite(s): instructor's consent or by audition.""]",School of Performing Arts,Undergraduate and Graduate,10,2,Mina  Estrada (P),13676,09:00 AM - 10:30 AM,MTWR,8/19/2024-12/12/2024,Main Campus Heskett Center 144B,Activity Course,TCI,3
['DANC 545 - Methods of Teaching Dance'],"['Develops teaching skills for elementary schools, high schools, recreation centers, private and professional schools, and universities through lesson planning and in-class teaching practice. Prerequisite(s): DANC 301 or DANC 310.']",School of Performing Arts,Undergraduate and Graduate,10,2,Denise A Celestin (P),16875,12:30 PM - 01:45 PM,TR,8/19/2024-12/12/2024,Main Campus Heskett Center 145A,Lecture,TCI,2
['DANC 580 - Capstone Project'],"[""Capstone of a dance major's educational experience. Focuses on the process of creating a final project for the completion of the dance major under the supervision of a dance faculty mentor. The course comprises a final project and research paper that demonstrates skill in self-evaluative writing, and knowledge of principles learned in the dance degree curriculum, culminating in a concert or presentation, and oral review with the dance faculty. Repeatable for credit. For undergraduate credit only. Prerequisite(s): instructor's consent. Corequisite(s): appropriate level technique class, senior standing.""]",School of Performing Arts,Undergraduate and Graduate,10,2,Mina  Estrada (P),11279,02:00 PM - 03:15 PM,TR,8/19/2024-12/12/2024,Main Campus Heskett Center 144A,Lab,HYB1,1
['DANC 645 - Practicum in Teaching Dance'],"['Applies and implements teaching skills for elementary schools, high schools, recreation centers, private and professional schools, and universities through WSU dance studio assistantship, lesson planning and syllabus development, guest teaching, and additional assigned in-practice tasks. Prerequisite(s): DANC 545.']",School of Performing Arts,Undergraduate and Graduate,10,0,Denise A Celestin (P),15530,TBA,TBA,8/19/2024-12/12/2024,Main Campus,Activity Course,CPI,1
['DANC 675 - Directed Study'],['Individual study or projects. Repeatable for credit with departmental consent. Prerequisite(s): departmental consent.'],School of Performing Arts,Undergraduate and Graduate,1,0,Cheyla Michelle Clawson (P),12962,TBA,TBA,8/19/2024-12/12/2024,Main Campus,Experiential,CPI,1
['DH 311 - Preclinical Dental Hygiene'],"['Presents the basic skills involved in the delivery of dental hygiene patient care, including infection control, disease prevention and instrumentation skills. Considers measures that can be employed to prevent oral disease and promote dental health. Laboratory instruction in instrumentation for removal of deposits from the teeth is included. This course has a lab component. Prerequisite(s): program consent.']",Dental Hygiene,Undergraduate,38,0,Barbara M Gonzalez (P),11085,01:00 PM - 03:50 PM,M,8/19/2024-12/12/2024,Main Campus Advanced Ed in Gen Dentistry 109,Lecture,TCI,5
