Title,Description,Department,Levels,Class Quota,Waitlist Maximum,Instructor,CRN,Time,Days,Date,Where,Course Type,Method,Credit Hours
['COMM 502 - Public Information Writing'],"['Uses basic journalistic skills of clear, precise writing to communicate effectively with various audiences. Students write press releases, speeches and popularizations of complex documents. Techniques learned are valuable in writing grant proposals, committee reports, pamphlets and journal articles. Prerequisite(s): COMM 301 with a C- or better, or departmental consent.']",School of Communication,Undergraduate and Graduate,20,5,Eric Michael Wilson (P),20782,02:00 PM - 04:45 PM,M,1/21/2025-5/15/2025,Main Campus Elliott Hall 234,Lecture,TCI,3
['COMM 510 - Editing for Print and Web'],"['Selection, evaluation and preparation of copy for publication. Covers copy editing, rewriting, headline and caption writing, social media writing and media ethics. Prerequisite(s): COMM 301 with a C- or better.']",School of Communication,Undergraduate and Graduate,16,5,Thomas Patrick Shine (P),22730,05:35 PM - 08:20 PM,M,1/21/2025-5/15/2025,Main Campus Elliott Hall 232,Lecture,TCI,3
['COMM 525 - Advertising Copywriting'],"['Detailed practice at writing various kinds of advertising copy, including print and broadcast forms. Emphasizes terse, precise writing that evokes response sought by advertiser. Prerequisite(s): COMM 301 with a C- or better and either COMM 324 or COMM 450.']",School of Communication,Undergraduate and Graduate,16,5,Hannah Grace Wing (P),20490,09:30 AM - 10:45 AM,TR,1/21/2025-5/15/2025,Main Campus Elliott Hall 234,Lab,TCI,3
['COMM 535 - Comm Analysis & Criticism'],"[""General education humanities course. Introduces the methods used for the analysis and critique of various linguistic, pictorial and aural elements of communication to become more discerning consumers of the various forms of public and mass-mediated messages. Analysis includes print advertisements, radio and television messages, newspaper features and public speeches. Prerequisite(s): junior standing and COMM 301 with a C- or better or instructor's consent.""]",School of Communication,Undergraduate and Graduate,35,5,Jeffrey W Jarman (P),21039,09:30 AM - 10:45 AM,MW,1/21/2025-5/15/2025,Main Campus Elliott Hall 112,Lecture,TCI,3
['COMM 555 - Media Design'],"['Course focuses on designing engaging visual content across platforms. Students use industry-standard software and interactive software applications to create infographics, marketing material and layouts for print, web and social media. Prerequisite(s): COMM 205.']",School of Communication,Undergraduate and Graduate,20,5,Amy Jolene DeVault (P),26391,08:30 AM - 01:00 PM,MTWRF,1/6/2025-1/18/2025,Main Campus Elliott Hall 232,Lecture,TCI,3
['COMM 562 - Shocker Ad Lab'],"['Applied skills-based course that functions as a student-run advertising and public relations agency. Students design, write, edit, photograph, video record and produce client work across all platforms, giving them a solid working knowledge of the platforms and processes as well as pieces for their professional portfolios. Prerequisite(s): COMM 301 with a C- or better, and COMM 205 or COMM 206.']",School of Communication,Undergraduate and Graduate,16,5,Madeline  McCullough (P),25380,03:30 PM - 05:30 PM,TR,1/21/2025-5/15/2025,Main Campus Elliott Hall 234,Experiential,TCI,3
['COMM 581 - Communication Practicum'],"['Application of theory, principles and practices to professional settings where students work under instructor supervision to continue their professional preparation in various areas of media and communication. For undergraduate credit only. Repeatable for credit, but limited to a total of 6 credit hours in COMM 481 and COMM 581. Prerequisite(s): departmental consent.']",School of Communication,Undergraduate and Graduate,5,0,Amy Jolene DeVault (P),20491,TBA,TBA,1/21/2025-5/15/2025,Main Campus,Experiential,CPI,1
['COMM 609 - Advanced Video Editing'],['Course builds from a foundational knowledge of nonlinear editing. Students learn to manage complex media workflows and edit video more efficiently. This course also introduces video compositing and effects as well as motion graphics production. Prerequisite(s): COMM 412.'],School of Communication,Undergraduate and Graduate,16,5,Jessica Marie Newman (P),22550,09:30 AM - 10:45 AM,TR,1/21/2025-5/15/2025,Main Campus Elliott Hall 111,Lecture,TCI,3
['COMM 626 - Intg Mktg Comm Campaigns'],"[""Instruction and practice in planning and developing integrated advertising and public relations campaigns. Teaches students to perform a situation analysis, identify objectives, develop strategies and tactics, and write a plans book, as well as produce advertising and public relations campaign materials. Prerequisite(s): COMM 502 or 525, or instructor's consent.""]",School of Communication,Undergraduate and Graduate,24,5,Lisa M Parcell (P),20510,11:00 AM - 12:15 PM,TR,1/21/2025-5/15/2025,Main Campus Elliott Hall 234,Lecture,TCI,3
['COMM 630 - Comm Law & Responsibility'],"[""Emphasizes both oral and written aspects of communication law and responsibility. Addresses general functions of the law including the right to communicate, broadcast law and law of the press. Includes discussion of First Amendment rights, libel, privacy, copyright, advertising, obscenity, pornography and corporate communication concerns. Prerequisite(s): COMM 301 with a C- or better or instructor's consent.""]",School of Communication,Undergraduate and Graduate,35,5,Laurie  Volkmann (P),23526,TBA,TBA,1/21/2025-5/15/2025,Online,Lecture,OLA,3
['COMM 631 - Hist/Theor Issues in Comm'],"[""General education humanities course. Examines the development of various issues in communication in historical context. Emphasizes different humanistic and scientific theories of communication and the historical development of mediated communication. Uses selected theories to generate critiques of specific communication events. Prerequisite(s): junior standing and COMM 130 or 190, or instructor's consent.""]",School of Communication,Undergraduate and Graduate,30,0,James Ian Tennant (P),22211,02:00 PM - 03:15 PM,MW,1/21/2025-5/15/2025,Main Campus Elliott Hall 112,Lecture,TCI,3
['COMM 633 - Senior Honors Project'],"['For undergraduates seeking departmental honors in communication. An individual written and oral project, including a review of literature, methodology and critical analysis on a communication topic approved by the instructor. Prerequisite(s): senior standing; minimum GPA of 3.500; COMM 430, 535, 630, 631; departmental consent.']",School of Communication,Undergraduate and Graduate,3,0,Jeffrey W Jarman (P),21149,TBA,TBA,1/21/2025-5/15/2025,Main Campus,Lecture,CPI,3
['COMM 655 - Capstone Media Project'],"['Serves as a hands-on application of the cumulative skills and expertise learned in the journalism and media production emphasis area. Students work in teams to create cross-platform stories centered on a specific topic using audio, video, text, graphics, photography, social media and more. Students should be seniors before enrolling in this course. Capstone course. Prerequisite(s): COMM 301 with a grade of C- or better, COMM 410, COMM 412 and senior standing.']",School of Communication,Undergraduate and Graduate,20,5,Amy Jolene DeVault (P),24810,12:30 PM - 01:45 PM,MW,1/21/2025-5/15/2025,Main Campus Elliott Hall 232,Lecture,TCI,3
['COMM 675 - Directed Study'],['Arranged individual directed study in specialized content areas under the supervision of a faculty member. Repeatable for credit. Prerequisite(s): departmental consent.'],School of Communication,Undergraduate and Graduate,5,0,Eric Michael Wilson (P),20511,TBA,TBA,1/21/2025-5/15/2025,Main Campus,Appointment Course,CPI,1
['COMM 690 - Communication Internship'],"['Credit for professional experience that integrates theory with a planned and supervised professional experience designed to complement and enhance an academic program. Individualized programs must be formulated in consultation with, and approved by, appropriate faculty sponsors. Repeatable for credit, but limited to a total of 4 credit hours in COMM 481 and COMM 690. Prerequisite(s): departmental consent.']",School of Communication,Undergraduate and Graduate,5,0,Eric Michael Wilson (P),20522,TBA,TBA,1/21/2025-5/15/2025,Main Campus,Experiential,CPI,1
['COMM 803 - Emp/Quant Res Meth Comm'],"['Introduces empirical research methods in communication. Emphasizes both experimental and nonexperimental research, particularly those forms of research common to communication studies. Studies research design, methods and reporting techniques. Prerequisite(s): COMM 801.']",School of Communication,Graduate,16,5,Min  Xiao (P),26394,05:35 PM - 08:20 PM,T,1/21/2025-5/15/2025,Main Campus Elliott Hall 234,Lecture,TCI,3
['COMM 832 - Meths in Communication History'],['Introduces the historical methodologies used by communication historians. Emphasizes major works of past and current communication historians and the methodological and analytical tools used in such scholarship. Prerequisite(s): COMM 801.'],School of Communication,Graduate,20,5,Lisa M Parcell (P),26405,05:35 PM - 08:20 PM,R,1/21/2025-5/15/2025,Main Campus Elliott Hall 234,Lecture,TCI,3
['COMM 860BE - Social Media and Society'],"['Examines the practical and theoretical impacts of social media on individuals, organizations and societies. Students learn how to create effective strategic social media content and critically evaluate social media messages.']",School of Communication,Graduate,16,5,Hannah Grace Wing (P),25378,05:35 PM - 08:20 PM,W,1/21/2025-5/15/2025,Main Campus Elliott Hall 234,Lecture,TCI,3
['COMM 870 - Directed Study'],['Individual study or projects. Repeatable for credit with departmental consent. Prerequisite(s): departmental consent.'],School of Communication,Graduate,5,0,Lisa M Parcell (P),20532,TBA,TBA,1/21/2025-5/15/2025,Main Campus,Appointment Course,CPI,1
['COMM 874 - Professional Capstone'],"['Credit for professional experience that integrates theory with a planned and supervised professional experience designed to complement and enhance the academic program. Individualized programs must be formulated in consultation with, and approved by, appropriate faculty sponsors. Capstone course. Prerequisite(s): departmental consent.']",School of Communication,Graduate,5,0,Lisa M Parcell (P),25638,TBA,TBA,1/21/2025-5/15/2025,Main Campus,Experiential,CPI,3
['COMM 875 - Thesis'],['Student-driven research experience to address a specific research question. Potential topics should be formulated by the student and discussed with their advisor. Repeatable for credit. Prerequisite(s): departmental consent.'],School of Communication,Graduate,5,0,Lisa M Parcell (P),21260,TBA,TBA,1/21/2025-5/15/2025,Main Campus,Individual Research,CPI,3
['COMM 876 - Thesis'],['Student-driven research experience to address a specific research question. Potential topics should be formulated by the student and discussed with their advisor. Repeatable for credit. Prerequisite(s): departmental consent.'],School of Communication,Graduate,5,0,Lisa M Parcell (P),21264,TBA,TBA,1/21/2025-5/15/2025,Main Campus,Individual Research,CPI,3
['CS 211 - Introduction to Programming'],"['First course in computer programming in a high-level language. Emphasizes analyzing problems, designing solutions and expressing them in the form of a well-structured program using the procedural aspects of C++. Prerequisite(s): MATH 111. Corequisite(s): CS 211L.']",School of Computing,Undergraduate,40,5,Sourabh  Bose (P),21738,05:35 PM - 06:50 PM,TR,1/21/2025-5/15/2025,Main Campus Jabara Hall 205,Lecture,TCI,4
['CS 211L - Prob Slv/Prog Lab'],['Course Description Not Available'],School of Computing,Undergraduate,40,5,Sourabh  Bose (P),21739,11:00 AM - 12:15 PM,MW,1/21/2025-5/15/2025,Main Campus Jabara Hall 205,Lab,TCI,0
['CS 311 - Object-Oriented Programming'],"['Concepts of object-oriented programming. Covers data abstractions, classes and objects, methods, inheritance, polymorphism, dynamically-bound method calls and data encapsulation.  Includes programming assignments in C++. Prerequisite(s): CS 211. Corequisite(s): CS 311L.']",School of Computing,Undergraduate,55,5,Rong  Li (P),22582,12:30 PM - 01:45 PM,MW,1/21/2025-5/15/2025,Main Campus Jabara Hall 205,Lecture,TCI,4
['CS 311L - Object-Oriented Prog Lab'],['Course Description Not Available'],School of Computing,Undergraduate,55,5,Rong  Li (P),22583,02:00 PM - 03:15 PM,MW,1/21/2025-5/15/2025,Main Campus Jabara Hall 205,Lab,TCI,0
['CS 352 - Competitive Ethical Hacking'],"['Cross-listed as AC 352. Presents fundamental concepts of competitive ethical hacking in computer and network security. The course introduces the command line interface, open-source intelligence, cryptography, digital forensics, web application security, software reverse engineering, secure programming and log analysis. Assignments include participating in capture the flag competitions. Prerequisite(s): CS 211 or (AC 121 and AC 322).']",School of Computing,Undergraduate,30,5,Joseph M Jabara (P),25114,09:30 AM - 10:45 AM,TR,1/21/2025-5/15/2025,Main Campus Jabara Hall 206,Lecture,TCI,3
['CS 356 - Intro to Computer Security'],"['Provides a first approach to the security mindset. Covers how adversaries exploit common software vulnerabilities such as buffer overflows and race conditions. Students learn secure coding techniques and countermeasures. Topics also include cryptography principles, web security, and legal and ethical aspects. Prerequisite(s): CS 211.']",School of Computing,Undergraduate,50,5,Mohamed Anis  Aguida (P),25210,02:00 PM - 03:15 PM,MW,1/21/2025-5/15/2025,Main Campus Wallace Hall 123,Lecture,TCI,3
['CS 400 - Data Structures'],"['Introduces basic data structures and covers their implementations using classes in C++. Includes lists, stacks, queues, binary trees and hash tables. Prerequisite(s): CS 311 with a C- grade or better. Corequisite(s): CS 400L.']",School of Computing,Undergraduate,70,5,Rong  Li (P),23035,09:30 AM - 10:45 AM,MW,1/21/2025-5/15/2025,Main Campus McKinley Hall 204,Lecture,TCI,4
['CS 400L - Data Structures Lab I'],['Applies concepts from CS 400 in a lab setting. Corequisite(s): CS 400.'],School of Computing,Undergraduate,70,5,Rong  Li (P),23036,11:00 AM - 12:15 PM,MW,1/21/2025-5/15/2025,Main Campus John Bardo Center 328,Lab,TCI,0
['CS 410 - Programming Paradigms'],"['Overview of different programming paradigms, including their philosophies, uses and relative advantages/disadvantages. Covers the procedural/imperative, functional, logic and object-oriented paradigms. Includes programming assignments in the functional and logic paradigms. Prerequisite(s): CS 311.']",School of Computing,Undergraduate,70,5,Rong  Li (P),24868,09:30 AM - 10:45 AM,TR,1/21/2025-5/15/2025,Main Campus Woolsey Hall 110B,Lecture,TCI,3
['CS 481I - Noncredit Internship'],"[""Complements and enhances the student's academic program by providing an opportunity to apply and acquire knowledge in a workplace environment as an intern. Prerequisite(s): departmental consent.""]",School of Computing,Undergraduate,100,0,TBA,22335,TBA,TBA,1/21/2025-5/15/2025,Main Campus,Experiential,CPI,0
['CS 481N - Internship'],"[""Complements and enhances the student's academic program by providing an opportunity to apply and acquire knowledge in a workplace environment as an intern. Prerequisite(s): departmental consent.""]",School of Computing,Undergraduate,100,0,TBA,22336,TBA,TBA,1/21/2025-5/15/2025,Main Campus,Experiential,CPI,1
['CS 497Q - Intro Linux Operating System'],"['Students learn basic Linux tools, Linux administration, Linux file and directory structure, and related concepts.']",School of Computing,Undergraduate,30,5,Thomas Scott Ensz (P),25036,02:00 PM - 03:00 PM,F,1/21/2025-5/15/2025,Main Campus Donald L. Beggs Hall B231,Lecture,TCI,1
['CS 498 - Individual Projects'],['Arranged individual independent project in specialized content areas under the supervision of a faculty member. Repeatable for a total of 6 credit hours. Prerequisite(s): departmental consent.'],School of Computing,Undergraduate,10,0,TBA,25213,TBA,TBA,1/21/2025-5/15/2025,Main Campus,Individual Research,CPI,1
['CS 510 - Programming Lang Concepts'],"['Theoretical concepts in the design and use of programming languages. Formal syntax, including Backus Normal Form (BNF), Extended Backus-Naur Form (EBNF), and syntax diagrams. Semantics, including declaration, allocation and evaluation, symbol table and runtime environment; data types and type checking, procedure activation and parameter passing, modules and abstract data types. Prerequisite(s): CS 311, MATH 322.']",School of Computing,Undergraduate and Graduate,60,0,Huabo  Lu (P),23631,08:00 AM - 09:15 AM,TR,1/21/2025-5/15/2025,Main Campus Engineering Building 211,Lecture,TCI,3
['CS 540 - Operating Systems'],"['Fundamental principles of modern operating systems. CPU management including processes, threads, scheduling, synchronization, resource allocation and deadlocks. Memory management including paging and virtual memory. Storage management and file systems. Prerequisite(s): ECE 238 and CS 311.']",School of Computing,Undergraduate and Graduate,40,5,Francisco Javier Rafful Garfias (P),21743,08:00 AM - 09:15 AM,TR,1/21/2025-5/15/2025,Main Campus Jabara Hall 261,Lecture,TCI,3
['CS 560 - Design & Anlys of Algorithms'],"['Design of various algorithms including several sorting algorithms. Analysis of their space and time complexities. Data structures include heaps, hash tables and binary search trees. Prerequisite(s): CS 322, 400; STAT 460 or IME 254.']",School of Computing,Undergraduate and Graduate,40,5,Ahmad  Esmaeili (P),25901,12:30 PM - 01:45 PM,TR,1/21/2025-5/15/2025,Main Campus Jabara Hall 127,Lecture,TCI,3
['CS 580 - Intro to Software Engineering'],"['Introduces the processes, methods and tools used in software development and maintenance. Topics include software development life cycle and processes, configuration management, requirements gathering, OOA/D with UML, cohesion and coupling, and unit testing. Prerequisite(s): CS 311.']",School of Computing,Undergraduate and Graduate,60,5,Zhiyong  Shan (P),24233,08:00 AM - 09:15 AM,MW,1/21/2025-5/15/2025,Main Campus Jabara Hall 226,Lecture,TCI,3
['CS 581 - Programming for Computing'],"['Fast-paced course in computer programming in Python. Emphasizes problem solving and object-oriented programming principles. Topics include language syntax, built-in data structures, functions, classes, modules and exception handling. Not for BSCE, BSCS or BSEE credit. Prerequisite(s): MATH 242.']",School of Computing,Undergraduate and Graduate,30,5,Cody Jordan Farlow (P),25902,12:30 PM - 01:45 PM,TR,1/21/2025-5/15/2025,Main Campus Jabara Hall 261,Lecture,HYB2,3
['CS 582 - Applied Structures and Algs'],"['Fast-paced course that introduces basic data structures, algorithms, and introduces analysis of space and time complexity. Topics includes sorting algorithms, greedy algorithms, linked lists, stacks, queues, binary search trees, asymptotic notation, substitution and recursion tree method, master theorem, and order statistics. Not for BSCE, BSCS or BSEE credit. Prerequisite(s): CS 581.']",School of Computing,Undergraduate and Graduate,30,5,Cody Jordan Farlow (P),25904,12:30 PM - 01:45 PM,MW,1/21/2025-5/15/2025,Main Campus Wallace Hall 215,Lecture,HYB2,3
['CS 598 - Senior Design Project I'],"[""Cross-listed as ECE 585. Design project under faculty supervision chosen according to the student's interest. Does not count toward a graduate degree in electrical engineering, computer engineering or computer science. This class should be taken in the semester prior to the one in which the student is going to graduate. For undergraduate credit only. Prerequisite(s): senior standing, ECE 492 or CS 580. Pre- or corequisite(s): PHIL 354 or PHIL 385.""]",School of Computing,Undergraduate and Graduate,60,0,Huabo  Lu (P),24234,02:30 PM - 05:10 PM,F,1/21/2025-5/15/2025,Main Campus Jabara Hall 205,Appointment Course,TCI,2
['CS 599 - Senior Design Project II'],['This is the second part of a sequence of two courses (CS 598 and CS 599) that have to be taken in two consecutive semesters. Students failing this course must retake the CS 598 course. For undergraduate credit only. Prerequisite(s): CS 598. Pre- or corequisite(s): PHYS 314 and PHYS 316.'],School of Computing,Undergraduate and Graduate,60,0,Huabo  Lu (P),24406,09:30 AM - 12:15 PM,F,1/21/2025-5/15/2025,Main Campus Jabara Hall 205,Experiential,TCI,2
['CS 656 - Introduction to Cybersecurity'],"['Provides fundamental concepts in cybersecurity including cryptography, security in networks, operating systems and databases. Topics in intrusion detection, security administration, and legal and ethical issues are also discussed. Prerequisite(s): CS 664 or CS 764.']",School of Computing,Undergraduate and Graduate,30,5,Mohamed Anis  Aguida (P),24236,02:00 PM - 03:15 PM,MW,1/21/2025-5/15/2025,Main Campus Wallace Hall 123,Lecture,TCI,3
['CS 664 - Computer Networks'],"['Introductory course on computer networking. Introduces concepts and protocols in various network layers with emphasis on the internet. Topics covered include: physical layer (wired and wireless), medium access control and data link layers, packet switching and routing (IP), routing protocols, transport layer (TCP, UDP), congestion and flow control, basic network security, and network applications. Prerequisite(s): undergraduate students: IME 254 and CS 311; graduate students: object oriented programming and statistics/probability knowledge.']",School of Computing,Undergraduate and Graduate,40,0,TBA,24237,08:00 AM - 09:15 AM,TR,1/21/2025-5/15/2025,Main Campus Jabara Hall 104,Lecture,TCI,3
['CS 665 - Introduction Database Systems'],"['Fundamental aspects of relational database systems, conceptual database design and entity-relationship modeling; the relational data model and its foundations, relational languages and SQL, functional dependencies and logical database design; views, constraints and triggers. Course includes a group project involving the design and implementation of a relational database and embedded SQL programming. Prerequisite(s): CS 311, MATH 322.']",School of Computing,Undergraduate and Graduate,40,5,Huabo  Lu (P),21744,12:30 PM - 01:45 PM,MW,1/21/2025-5/15/2025,Main Campus Jabara Hall 127,Lecture,TCI,3
['CS 697AQ - Web Programming'],"['Hands-on introduction to web programming. Prepares students to create webpages and develop web applications that integrate with a backend database. Topics covered include client-side technologies that run in the web browser (HTML, CSS and JavaScript), and server-side technologies that run on the web server (Node.js or PHP and SQL). A strong programming background is preferred for successful completion of several practical exercises contained in the course. Prerequisite(s): CS 311.']",School of Computing,Undergraduate and Graduate,30,5,Rajiv  Bagai (P),24243,03:30 PM - 04:45 PM,MW,1/21/2025-5/15/2025,Main Campus Engineering Building 211,Lecture,TCI,3
['CS 697AR - Power Business Intelligence'],"['Covers applications of data science with a focus on real-life examples from various industries. Technical skills, soft skills and subject matter expertise are developed during this course as the intersection of these skills is critical to the field of data science. Students are introduced to different software and programming languages. Topics include project scoping; collection, analysis and visualization of data; interpreting and communicating results; teamwork; and problem-solving. Additionally, students have an opportunity to use their interests and subject matter expertise to interpret findings, communicate results and offer solutions.']",School of Computing,Undergraduate and Graduate,40,5,Jennifer Leigh Akers (P),25932,03:30 PM - 04:45 PM,MW,1/21/2025-5/15/2025,Main Campus Engineering Building 202,Lecture,TCI,3
['CS 721 - Advanced Algorithms/Analysis'],"['Topics include height-balanced trees, graph algorithms, greedy algorithms, dynamic programming, hard problems and approximation algorithms. Prerequisite(s): CS 560.']",School of Computing,Undergraduate and Graduate,25,5,Sourabh  Bose (P),25217,02:00 PM - 03:15 PM,TR,1/21/2025-5/15/2025,Main Campus Jabara Hall 127,Lecture,TCI,3
['CS 731 - Math Found of Comp Networking'],"['Introductory class on applying various mathematical tools to the field of computer networks and related areas. Divided into three phases: phase one covers the fundamentals of probability, statistics and linear algebra required for understanding the core topics to follow. Phase two covers the core topics of optimization and queuing theory. Phase three briefly covers the advanced topics of game theory and information theory. The depth of coverage is sufficient to allow students to read and understand research papers in computer networking and related areas that use these standard techniques. Ideas are taught through intuition, mathematically correct formalization and detailed numerical examples. Prerequisite(s): MATH 243. Corequisite(s): CS 664.']",School of Computing,Undergraduate and Graduate,25,5,TBA,22305,09:30 AM - 10:45 AM,TR,1/21/2025-5/15/2025,Main Campus Wallace Hall 215,Lecture,TCI,3
['CS 737 - Wireless Networking'],"['Cross-listed as ECE 737. Covers topics ranging from physical layer to application layer in the wireless and mobile networking fields. Explores physical layer issues of wireless communications, wireless cellular telephony, ad-hoc networks, mobile IP and multicast, wireless LAN (IEEE 802.11), security, Bluetooth and WAP, etc. Imparts general knowledge about wireless communication technologies and ongoing research activities. Prerequisite(s): CS 664.']",School of Computing,Undergraduate and Graduate,25,5,Mehnaz  Tabassum (P),25933,12:30 PM - 01:45 PM,TR,1/21/2025-5/15/2025,Main Campus Engineering Building 211,Lecture,TCI,3
['CS 746 - Perspectives on Data Science'],"[""Covers the perspectives and fundamentals of data science. Topics include data collection, preprocessing, transformation, exploratory data analysis, visualization, predictive modeling, descriptive modeling, clustering, regression and classification and data science project life cycle. This course is limited to engineering students and students in other colleges majoring in data science/analytics related programs. Prerequisite(s): IME 254 and CS 211 for undergraduate students; instructor's consent for graduate students.""]",School of Computing,Undergraduate and Graduate,5,0,Alden Robert Wilner (P),24308,11:00 AM - 12:15 PM,MW,1/21/2025-5/15/2025,Main Campus Woolsey Hall 333,Lecture,TCI,3
['CS 750F - Career Pathways in Data Sci'],"['Getting a degree in data science is just the first step. This class helps students find their career path, format and build their resume, stand out during the job search, and more. They exit the class with a well-built resume and robust LinkedIn profile, armed with the tools they need to succeed in the interview process and their data professional career.']",School of Computing,Undergraduate and Graduate,40,0,Jennifer Leigh Akers (P),26120,02:00 PM - 03:15 PM,TR,1/21/2025-5/15/2025,Main Campus Jabara Hall 261,Lecture,TCI,1
['CS 756 - Intro to Software Reverse Engr'],['Provides a first approach to the software reverse engineering. The course introduces students to understanding the assembly code that results from compiling C/C++ programs. Students learn how to apply state-of-the art tools to describe the functionality of compiled programs and modify their behaviors. Legal and ethical aspects are covered. Prerequisite(s): CS 540.'],School of Computing,Undergraduate and Graduate,20,0,Sergio Alfonso Salinas Monroy (P),26121,11:00 AM - 12:15 PM,W,1/21/2025-5/15/2025,Main Campus Engineering Building 122,Lecture,TCI,3
['CS 764 - Routing and Switching I'],"['Introductory course studying the operation of layer-2 architectures such as vlans, spanning tree protocol, and the operation of layer-3 routing protocols such as OSPF, ISIS, and BGP. Prerequisite(s): CS 664.']",School of Computing,Undergraduate and Graduate,25,0,Sai Karthik  Garnepudi (P),24800,05:35 PM - 06:50 PM,MW,1/21/2025-5/15/2025,Main Campus Engineering Building 210,Lecture,TCI,3
['CS 767 - Foundations Network Security'],"['Presents fundamental concepts in cryptography and network security, and discusses applications and protocols for providing confidentiality, authentication, integrity and availability in networking services and systems. Includes review of symmetric-key cryptographic schemes such as DES and AES, public-key cryptographic schemes such as RSA and Diffie-Hellman key exchange protocol, cryptographic hash functions such as SHA, message authentication codes such as HMAX, digital signature schemes such as El-Gamal and DSS, kerberos and user authentication protocols, transport layer security and TLS, IP layer security and IPSec, and wireless security principles. Prerequisite(s): CS 664; the department also highly recommends CS 656, but it is not required.']",School of Computing,Undergraduate and Graduate,50,0,Mohamed Anis  Aguida (P),21817,03:30 PM - 04:45 PM,MW,1/21/2025-5/15/2025,Main Campus Wallace Hall 123,Lecture,TCI,3
['CS 770 - Machine Learning'],"['Introductory course on machine learning. Topics include supervised and unsupervised learning, k-nearest neighbor classifiers, decision trees, linear regression, support vector machines, kernel methods, naïve Bayes classifier, logistic regression, neural networks, deep learning, k-means clustering, hierarchical clustering, mixture of Gaussians and EM algorithms, linear and non-linear dimension reductions. Prerequisite(s): MATH 511, IME 254 and CS 311; or CS 746.']",School of Computing,Undergraduate and Graduate,25,0,Kaushik  Sinha (P),24801,09:30 AM - 10:45 AM,MW,1/21/2025-5/15/2025,Online,Lecture,OLS,3
['CS 771 - Artificial Intelligence'],"['Introduces some of the fundamental concepts and techniques underlying artificial intelligence. Topics covered include state spaces, heuristic search, game playing, knowledge representation, and resolution in propositional and first-order predicate logic. Prerequisite(s): CS 560.']",School of Computing,Undergraduate and Graduate,10,0,Kaushik  Sinha (P),22586,02:00 PM - 03:15 PM,MW,1/21/2025-5/15/2025,Online,Lecture,OLS,3
['CS 781 - Cooperative Education'],"[""Academic program that expands a student's learning experiences through paid employment in a supervised educational work setting related to the student's major field of study or career focus. For master's level CS students. Repeatable for credit, but may not be used to satisfy degree requirements. Prerequisite(s): departmental consent and graduate GPA of 3.000 or above.""]",School of Computing,Undergraduate and Graduate,100,0,Mahmoud Edwin Sawan (P),22059,TBA,TBA,1/21/2025-5/15/2025,Main Campus,Experiential,CPI,1
['CS 797K - Adv Topics in Data Storage'],"['Examines the history of computer data storage, the current state of the technology, and look at possible future developments. Examines RAID storage concepts, file systems, databases, object storage and cloud storage. The course is experimental and exploratory; student interest drives topics and research projects.']",School of Computing,Undergraduate and Graduate,5,0,Alden Robert Wilner (P),24438,12:30 PM - 01:45 PM,MW,1/21/2025-5/15/2025,Main Campus Woolsey Hall 333,Lecture,TCI,3
['CS 797M - Linear Data Modeling'],['Introduction to commonly used linear models and modeling techniques to be able to reason with data. Topics include linear regression techniques and using such techniques with higher order data. Implementation and application of the models are performed via examples using Python and R. Prerequisite(s): CS 400.'],School of Computing,Undergraduate and Graduate,20,0,Clovis Salvador Ribas (P),26125,12:30 PM - 01:45 PM,TR,1/21/2025-5/15/2025,Main Campus Wallace Hall 215,Lecture,TCI,3
['CS 797P - Graph Algorithms Applications'],"['Provides students with in depth knowledge of the use, structure, implementation and applications of using graphs to represent data. The main topics covered are basic graph theory, breadth first and depth first algorithms, spanning tree algorithms, minimum cut/max flow, modulus, and more.']",School of Computing,Undergraduate and Graduate,30,0,Sourabh  Bose (P),24478,11:00 AM - 12:15 PM,TR,1/21/2025-5/15/2025,Main Campus R.D. Hubbard Hall 227,Lecture,TCI,3
['CS 797Q - Applied Data Science'],"['Provides a practical view of data science and its industry applications. Topics discussed include: data science methodology, data science project management, interpreting data, data informed recommendation making, data visualization and model iteration. Prerequisite(s): CS 746.']",School of Computing,Undergraduate and Graduate,25,0,Sai Karthik  Garnepudi (P),25235,04:10 PM - 05:25 PM,MW,1/21/2025-5/15/2025,Main Campus Jabara Hall 336,Lecture,TCI,3
['CS 797S - Software Quality Engineering'],"['Designed to provide computer science students broad view of software quality assurance techniques and their integration into a comprehensive quality management and improvement system. Course coverage includes topics outlined in key ISO and IEEE Standards. These include the benefits of software quality, defect prevention and detection techniques; an overview of software quality-related standards and models; and a review of major quality assurance activities in the software development life cycle. The course explores contemporary topics on teams and project management principles. Prerequisite(s): CS 580.']",School of Computing,Undergraduate and Graduate,5,0,Bassam A Jaradat (P),24932,07:05 PM - 08:20 PM,TR,1/21/2025-5/15/2025,Main Campus Jabara Hall 261,Lecture,TCI,3
['CS 797T - Data Cleaning'],"['Before someone can start testing machine learning algorithms, they need clean data. It is estimated that data scientists spend up to 80 percent of their time cleaning data before they get to the analysis. Spending time exploring, understanding and cleaning data is paramount. This course gives students practical experience with various data-cleaning procedures and exploratory data analysis techniques. Students learn the best practices and dive further into the basics with hands-on examples. This course teaches students how to identify and treat a variety of data-cleaning problems in Python.']",School of Computing,Undergraduate and Graduate,35,0,Jennifer Leigh Akers (P),24976,03:30 PM - 04:45 PM,TR,1/21/2025-5/15/2025,Main Campus Jabara Hall 261,Lecture,TCI,3
